Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Qué es la latencia en el contexto de las unidades de almacenamiento?;El tiempo que tarda una unidad de almacenamiento en responder a una solicitud de datos;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Disk_buffer
¿Qué es la cache de disco en el contexto de las unidades de almacenamiento?;Una memoria de acceso rápido que almacena datos frecuentemente utilizados;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Disk_buffer
¿Qué es la densidad de almacenamiento en el contexto de las unidades de almacenamiento?;La cantidad de datos que pueden ser almacenados en una unidad de almacenamiento por unidad de área;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Data_density
¿Qué es la resistencia de escritura en el contexto de los SSD?;La cantidad de veces que un SSD puede ser programado antes de que su rendimiento comience a degradarse;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Write_amplification
¿Qué es el TRIM en el contexto de los SSD?;Un comando que permite al sistema operativo informar al SSD sobre bloques de datos no utilizados;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/TRIM
¿Qué es la vida útil de un SSD?;La duración estimada de tiempo o cantidad de escrituras que un SSD puede soportar antes de su falla;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Solid-state_drive#Endurance
¿Qué es la interfaz SATA en el contexto de las unidades de almacenamiento?;Un estándar de interfaz para la conexión de dispositivos de almacenamiento como discos duros y SSDs;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Serial_ATA
¿Qué es la interfaz NVMe en el contexto de los SSD?;Un estándar de interfaz optimizado para SSDs que proporciona una mayor velocidad y eficiencia que SATA;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/NVM_Express
¿Qué es el hot swapping en el contexto de USB?;La capacidad de conectar y desconectar dispositivos USB sin necesidad de reiniciar la computadora;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Hot_swapping
¿Qué es la alimentación por bus (bus-powered) en el contexto de USB?;La capacidad de que un dispositivo USB obtenga energía directamente del puerto USB al que está conectado;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB#Power
¿Qué es el USB 3.0 en el contexto de USB?;Una versión de USB que ofrece mayores velocidades de transferencia de datos que las versiones anteriores;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB_3.0
¿Qué es el USB 3.1 en el contexto de USB?;Una versión de USB que ofrece velocidades de transferencia de datos más rápidas que el USB 3.0;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB_3.1
¿Qué es el USB Type-C en el contexto de USB?;Un tipo de conector reversible y versátil que es compatible con USB 3.1 y versiones anteriores;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB_Type-C
¿Qué es el USB OTG (On-The-Go) en el contexto de USB?;Un estándar que permite a dispositivos USB actuar como anfitriones o como dispositivos;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB_On-The-Go
¿Qué es un hub USB en el contexto de USB?;Un dispositivo que permite conectar varios dispositivos USB a un solo puerto USB de la computadora;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB_hub
¿Qué es la tasa de transferencia en el contexto de USB?;La velocidad a la que los datos pueden ser transferidos entre dispositivos a través de un puerto USB;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Data_transfer_rate
¿Qué es la latencia en el contexto de USB?;El tiempo que tarda un dispositivo USB en responder a una solicitud de datos;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Latency_(engineering)
¿Qué es la impedancia en el contexto de USB?;La resistencia al flujo de corriente en un circuito USB;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Electrical_impedance
¿Qué es la sobrecarga en el contexto de USB?;Un estado donde un dispositivo USB requiere más corriente de la que el puerto USB puede proporcionar;Una memoria RAM;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/USB#Power
¿Qué es el almacenamiento en caché en el contexto de las unidades de almacenamiento?;Una memoria de acceso rápido que almacena copias de datos frecuentemente utilizados;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Data_buffer
¿Qué es el almacenamiento óptico en el contexto de las unidades de almacenamiento?;Un método de almacenamiento que utiliza discos ópticos para leer y escribir datos;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Optical_disc
¿Qué es un LUN (Logical Unit Number) en el contexto de las unidades de almacenamiento?;Un identificador único utilizado para identificar unidades de almacenamiento en sistemas de almacenamiento en red;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Logical_Unit_Number
¿Qué es el formato de archivo FAT32 en el contexto de las unidades de almacenamiento?;Un sistema de archivos compatible con múltiples sistemas operativos que soporta tamaños de archivo de hasta 4 GB;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/File_Allocation_Table#FAT32
¿Qué es el formato de archivo NTFS en el contexto de las unidades de almacenamiento?;Un sistema de archivos utilizado principalmente en Windows que soporta características avanzadas como permisos de archivo y compresión;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/NTFS
¿Qué es el formato de archivo exFAT en el contexto de las unidades de almacenamiento?;Un sistema de archivos desarrollado por Microsoft que es compatible con archivos grandes y velocidades de transferencia rápidas;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/ExFAT
¿Qué es el formato de archivo HFS+ en el contexto de las unidades de almacenamiento?;Un sistema de archivos utilizado en macOS que soporta características avanzadas como metadatos extendidos y encriptación de archivos;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/HFS_Plus
¿Qué es el formato de archivo APFS en el contexto de las unidades de almacenamiento?;Un sistema de archivos desarrollado por Apple que reemplaza a HFS+ y ofrece mejoras en el rendimiento y la seguridad;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Apple_File_System
¿Qué es la redundancia de datos en el contexto de las unidades de almacenamiento?;La técnica de añadir información adicional a los datos almacenados para detectar y corregir errores;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Data_redundancy
¿Qué es la paridad en el contexto de las unidades de almacenamiento?;Una técnica de control de errores que utiliza bits adicionales para detectar y corregir errores en los datos;Un tipo de disco duro;Una tarjeta gráfica;Una unidad de procesamiento;0;https://en.wikipedia.org/wiki/Data_parity
