Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Qué es la desnormalización y cuándo se aplica en el diseño de bases de datos?;Proceso para aumentar el rendimiento al permitir redundancia controlada de datos;Proceso para eliminar duplicación de datos;Proceso para mejorar la integridad referencial;Proceso para optimizar el almacenamiento de datos;0;https://beginner-sql-tutorial.com/sql-denormalization.htm
¿Qué es un índice en el contexto de bases de datos y cómo afecta al rendimiento?;Estructura que acelera la búsqueda de registros;Campo que define la clave primaria de una tabla;Proceso para ordenar los datos de una tabla;Elemento que permite la eliminación de registros duplicados;0;https://www.geeksforgeeks.org/indexing-in-databases-set-1/
¿Cuáles son las ventajas de utilizar índices en una base de datos?;Mejora el rendimiento de las consultas SELECT;Aumenta el tamaño de las tablas;Reduce la seguridad de los datos;Incrementa el tiempo de respuesta de las consultas;0;https://www.studytonight.com/dbms/indexing-in-dbms
¿Qué estrategias se utilizan para el particionamiento de tablas en bases de datos?;Rango, lista, hash y compuesto;Join, group by, having y order by;Where, from, select y insert;Update, delete, drop y truncate;0;https://www.geeksforgeeks.org/partitioning-in-dbms/
¿Cuál es el propósito de la indexación de columnas en bases de datos?;Mejorar la eficiencia en la recuperación de datos;Reducir el tamaño de las tablas;Optimizar el procesamiento de transacciones;Incrementar el número de registros por tabla;0;https://beginner-sql-tutorial.com/sql-indexing.htm
¿Qué es un esquema de base de datos y cuál es su función en el diseño de bases de datos?;Estructura lógica que define la organización de los datos;Proceso para crear una tabla;Interfaz gráfica para gestionar datos;Conjunto de consultas SQL predefinidas;0;https://www.guru99.com/database-schema.html
¿Cuál es la importancia de la integridad referencial en el diseño de bases de datos relacionales?;Mantiene la consistencia y precisión de los datos;Optimiza el rendimiento de las consultas;Facilita la creación de índices;Aumenta la redundancia de datos;0;https://beginner-sql-tutorial.com/sql-integrity-constraints.htm
¿Qué son las vistas en una base de datos y cómo se utilizan en el diseño?;Consultas almacenadas que actúan como tablas virtuales;Índices que mejoran el rendimiento de las consultas;Diagramas que representan la estructura de la base de datos;Procedimientos que ejecutan operaciones complejas;0;https://www.studytonight.com/dbms/views-in-dbms
¿Cuál es la diferencia entre clave primaria y clave foránea en una tabla de base de datos?;La clave primaria identifica de forma única cada registro en la tabla, mientras que la clave foránea establece una relación con otra tabla;La clave primaria se repite en varias tablas, mientras que la clave foránea es única;La clave primaria es opcional, mientras que la clave foránea es obligatoria;La clave primaria define las operaciones de actualización, mientras que la clave foránea define las operaciones de inserción;0;https://beginner-sql-tutorial.com/sql-primary-key-foreign-key.htm
¿Cuál es la función de los disparadores (triggers) en el diseño de bases de datos?;Automatizar acciones en respuesta a ciertos eventos;Optimizar el rendimiento de las consultas;Eliminar duplicados en las tablas;Crear relaciones entre tablas;0;https://www.geeksforgeeks.org/triggers-in-sql/
¿Qué es la concurrencia en el contexto de bases de datos y cómo se maneja?;Control de acceso simultáneo a los datos por varios usuarios;Optimización del rendimiento de las consultas;Aumento de la redundancia de datos;Mejora de la seguridad de la base de datos;0;https://www.studytonight.com/dbms/concurrency-control-in-dbms
¿Cuál es la diferencia entre transacción y consulta en el contexto de bases de datos?;La transacción modifica datos en la base de datos, mientras que la consulta solo recupera datos;La transacción recupera datos de la base de datos, mientras que la consulta modifica datos;La transacción y la consulta son sinónimos;La transacción y la consulta son operaciones que no se realizan en bases de datos;0;https://beginner-sql-tutorial.com/sql-transactions.htm
¿Qué es el control de concurrencia y por qué es importante en bases de datos?;Gestión de acceso simultáneo a los datos por múltiples usuarios;Optimización del rendimiento de las consultas;Aumento de la redundancia de datos;Mejora de la seguridad de la base de datos;0;https://www.geeksforgeeks.org/concurrency-control-in-dbms/
¿Cuáles son las técnicas comunes para el control de concurrencia en bases de datos?;Bloqueo, marcadores de posición y transacciones;Actualizaciones, inserciones y consultas;Lecturas, escrituras y eliminaciones;Bloqueo, aislamiento y actualización;0;https://www.studytonight.com/dbms/concurrency-control-techniques
¿Qué es la atomicidad en el contexto de transacciones en bases de datos?;Propiedad que asegura que una transacción se realiza por completo o no se realiza en absoluto;Propiedad que asegura la consistencia de los datos;Propiedad que asegura el acceso simultáneo de múltiples usuarios;Propiedad que asegura la integridad referencial;0;https://beginner-sql-tutorial.com/sql-transactions.htm
¿Qué es la consistencia en el contexto de transacciones en bases de datos?;Propiedad que asegura que una transacción se realiza por completo o no se realiza en absoluto;Propiedad que asegura la integridad de los datos;Propiedad que asegura el acceso simultáneo de múltiples usuarios;Propiedad que asegura la atomicidad de las operaciones;0;https://beginner-sql-tutorial.com/sql-transactions.htm
¿Qué es el aislamiento en el contexto de transacciones en bases de datos?;Propiedad que asegura que una transacción se realiza por completo o no se realiza en absoluto;Propiedad que asegura la integridad de los datos;Propiedad que asegura el acceso simultáneo de múltiples usuarios;Propiedad que asegura que los cambios de una transacción no sean visibles para otras transacciones hasta que se completen;0;https://beginner-sql-tutorial.com/sql-transactions.htm
¿Qué es la durabilidad en el contexto de transacciones en bases de datos?;Propiedad que asegura que una transacción se realiza por completo o no se realiza en absoluto;Propiedad que asegura la integridad de los datos;Propiedad que asegura el acceso simultáneo de múltiples usuarios;Propiedad que asegura que los cambios realizados por una transacción persistan incluso en caso de fallo del sistema;0;https://beginner-sql-tutorial.com/sql-transactions.htm
¿Qué es la seguridad en el contexto de bases de datos y por qué es importante?;Protección de datos contra accesos no autorizados y pérdida de información;Optimización del rendimiento de las consultas;Aumento de la redundancia de datos;Mejora de la concurrencia de la base de datos;0;https://www.geeksforgeeks.org/database-security/
¿Cuáles son las principales amenazas a la seguridad de una base de datos?;Accesos no autorizados, inyecciones SQL, y pérdida de datos;Optimización del rendimiento de las consultas, aislamiento de transacciones y redundancia de datos;Errores de sintaxis en consultas SQL, duplicación de datos y aislamiento de transacciones;Actualizaciones incorrectas, eliminaciones de registros y accesos no autorizados;0;https://www.studytonight.com/dbms/database-security
¿Qué son las vistas materializadas en una base de datos y cómo se utilizan en el diseño?;Copias de resultados de consultas almacenadas físicamente;Índices que mejoran el rendimiento de las consultas;Diagramas que representan la estructura de la base de datos;Procedimientos que ejecutan operaciones complejas;0;https://www.geeksforgeeks.org/materialized-views-in-dbms/
¿Qué es el tuning de bases de datos y por qué es importante?;Optimización del rendimiento de la base de datos;Aumento de la redundancia de datos;Mejora de la seguridad de la base de datos;Aislamiento de transacciones;0;https://www.oracle.com/database/technologies/application-development/tuning-overview.html
¿Qué es la fragmentación en bases de datos y cómo se maneja?;División de tablas grandes en partes más pequeñas;Optimización del rendimiento de las consultas;Aumento de la redundancia de datos;Mejora de la concurrencia de la base de datos;0;https://www.studytonight.com/dbms/database-fragmentation
¿Cuáles son los tipos de particionamiento horizontal en bases de datos?;Rango, lista y hash;Join, group by y having;Where, from y select;Update, delete y drop;0;https://www.geeksforgeeks.org/partitioning-in-dbms/
¿Qué es la virtualización de bases de datos y cuáles son sus beneficios?;Creación de múltiples bases de datos virtuales a partir de una física;Reducción del rendimiento de las consultas;Incremento de la redundancia de datos;Optimización del aislamiento de transacciones;0;https://www.guru99.com/database-virtualization.html
¿Cuál es el papel del administrador de bases de datos en el diseño y gestión de bases de datos?;Gestión de seguridad, rendimiento y mantenimiento de la base de datos;Optimización del rendimiento de las consultas;Diseño de interfaces de usuario;Programación de procedimientos almacenados;0;https://beginner-sql-tutorial.com/sql-dba-role.htm
¿Qué es la arquitectura cliente-servidor en el contexto de bases de datos y cuáles son sus ventajas?;Modelo de interacción donde un cliente realiza solicitudes a un servidor centralizado;Reducción del rendimiento de las consultas;Incremento de la redundancia de datos;Optimización del aislamiento de transacciones;0;https://www.studytonight.com/dbms/client-server-architecture-in-dbms
¿Qué es el modelo de datos relacional y cuáles son sus componentes principales?;Modelo que organiza los datos en tablas con filas y columnas;Modelo que organiza los datos en documentos JSON;Modelo que organiza los datos en listas enlazadas;Modelo que organiza los datos en objetos y relaciones;0;https://www.geeksforgeeks.org/introduction-of-relational-model-and-codd-rules-in-dbms/
¿Qué es la indexación de columnas en bases de datos y cuál es su propósito?;Creación de estructuras que mejoran la velocidad de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;Optimización del aislamiento de transacciones;0;https://www.studytonight.com/dbms/indexing-in-dbms
¿Qué es la optimización de consultas en bases de datos y cuál es su objetivo?;Mejora del rendimiento de las consultas mediante la reescritura eficiente de las mismas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;Optimización del aislamiento de transacciones;0;https://www.geeksforgeeks.org/sql-query-optimization-techniques-in-sql-server/
¿Qué son los esquemas externos, internos y conceptuales en el diseño de bases de datos?;Esquema que define la visión del usuario final, visión del administrador de la base de datos y visión del sistema, respectivamente;Esquema que define la visión del administrador de la base de datos, visión del usuario final y visión del sistema, respectivamente;Esquema que define la visión del sistema, visión del administrador de la base de datos y visión del usuario final, respectivamente;Esquema que define la visión del usuario final, visión del sistema y visión del administrador de la base de datos, respectivamente;0;https://www.guru99.com/database-schema.html
¿Qué es la migración de bases de datos y cuáles son sus pasos principales?;Proceso para transferir datos de una base de datos a otra;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://beginner-sql-tutorial.com/sql-database-migration.htm
¿Qué es la copia de seguridad y restauración de bases de datos y por qué es importante?;Proceso para respaldar y recuperar datos ante fallas;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.geeksforgeeks.org/sql-backup-and-recovery/
¿Qué es la replicación de bases de datos y cuáles son sus beneficios?;Proceso para crear copias de bases de datos y distribuirlas en diferentes servidores;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.studytonight.com/dbms/database-replication
¿Qué es la fragmentación de bases de datos y cuáles son sus tipos?;División de tablas grandes en partes más pequeñas;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.studytonight.com/dbms/database-fragmentation
¿Qué son los diccionarios de datos en el contexto de bases de datos y cuál es su función?;Documentación que describe la estructura y tipo de datos en una base de datos;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.geeksforgeeks.org/data-dictionary-in-dbms/
¿Qué es la auditoría de bases de datos y cuál es su importancia?;Proceso para monitorear y registrar actividades en la base de datos;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.geeksforgeeks.org/database-auditing/
¿Qué son los modelos de datos en el diseño de bases de datos y cuáles son los más comunes?;Representaciones abstractas de datos y sus relaciones;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.studytonight.com/dbms/database-models
¿Qué es la segmentación de bases de datos y cuáles son sus ventajas?;División de bases de datos grandes en segmentos más pequeños;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.studytonight.com/dbms/database-segmentation
¿Qué es la asignación de almacenamiento en bases de datos y cuáles son sus técnicas?;Proceso para asignar espacio de almacenamiento a datos en la base de datos;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.geeksforgeeks.org/storage-allocation-in-dbms/
¿Qué es el cifrado de bases de datos y por qué es importante?;Proceso para proteger datos sensibles mediante algoritmos de cifrado;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.studytonight.com/dbms/database-encryption
¿Qué es el modelado de datos en el diseño de bases de datos y cuáles son sus técnicas?;Proceso para crear un diseño conceptual y físico de la base de datos;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.geeksforgeeks.org/data-modelling-in-dbms/
¿Qué es la distribución de bases de datos y cuáles son sus técnicas?;Proceso para distribuir datos en múltiples servidores;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.studytonight.com/dbms/database-distribution
¿Qué es el diseño de interfaces en bases de datos y cuáles son sus principios?;Creación de interfaces que permiten interactuar con la base de datos;Optimización del rendimiento de las consultas;Reducción del tamaño de las tablas;Incremento de la redundancia de datos;0;https://www.geeksforgeeks.org/database-interfaces
