Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Qué es la partición en las bases de datos distribuidas NoSQL?;Dividir los datos en múltiples fragmentos distribuidos en diferentes nodos;Crear y mantener copias de los datos en múltiples nodos;Eliminar datos obsoletos de la base de datos;Crear una nueva instancia de base de datos;0;https://en.wikipedia.org/wiki/Partition_(database)
¿Qué es la indexación en las bases de datos NoSQL?;Crear estructuras de datos adicionales para acelerar la búsqueda de datos;Crear y mantener copias de los datos en múltiples nodos;Eliminar datos obsoletos de la base de datos;Crear una nueva instancia de base de datos;0;https://en.wikipedia.org/wiki/Database_index
¿Qué es el sharding en el contexto de las bases de datos NoSQL?;Dividir los datos en múltiples fragmentos distribuidos en diferentes nodos;Crear y mantener copias de los datos en múltiples nodos;Eliminar datos obsoletos de la base de datos;Crear una nueva instancia de base de datos;0;https://en.wikipedia.org/wiki/Shard_(database_architecture)
¿Cuál es una desventaja común de las bases de datos NoSQL?;Falta de soporte para transacciones ACID completas;Estructura de datos estricta;Escalabilidad vertical limitada;Esquema fijo y predefinido;0;https://en.wikipedia.org/wiki/NoSQL
¿Qué es la denormalización en el contexto de las bases de datos NoSQL?;Incluir redundancia de datos para mejorar el rendimiento de lectura;Eliminar duplicados de datos en la base de datos;Agregar más tablas para organizar mejor los datos;Eliminar datos obsoletos de la base de datos;0;https://en.wikipedia.org/wiki/Denormalization
¿Qué es la consistencia eventual en el contexto de las bases de datos NoSQL?;Los cambios eventualmente se propagan a todos los nodos en la base de datos;Los cambios son consistentes en todos los nodos en la base de datos;Los cambios son garantizados en cada operación de escritura;Los cambios son siempre consistentes instantáneamente;0;https://en.wikipedia.org/wiki/Eventual_consistency
¿Cuál de las siguientes NO es una base de datos NoSQL ampliamente utilizada?;MySQL;MongoDB;Cassandra;Redis;0;https://en.wikipedia.org/wiki/NoSQL
¿Qué es la concurrencia en el contexto de las bases de datos NoSQL?;La capacidad de múltiples usuarios para acceder y manipular datos simultáneamente;La capacidad de almacenar grandes volúmenes de datos;La capacidad de replicar datos en diferentes nodos;La capacidad de indexar datos para mejorar el rendimiento;0;https://en.wikipedia.org/wiki/Concurrency_control
¿Qué es un modelo de datos en el contexto de las bases de datos NoSQL?;La estructura en la cual se organizan y se manipulan los datos;La capacidad de replicar datos en diferentes nodos;La capacidad de indexar datos para mejorar el rendimiento;La capacidad de almacenar grandes volúmenes de datos;0;https://en.wikipedia.org/wiki/Data_modeling
¿Qué es la base de datos MongoDB en el contexto de las bases de datos NoSQL?;Una base de datos documental;Una base de datos clave-valor;Una base de datos columnar;Una base de datos de grafos;0;https://www.mongodb.com/
¿Qué es la base de datos Cassandra en el contexto de las bases de datos NoSQL?;Una base de datos de columna ampliamente distribuida;Una base de datos documental;Una base de datos clave-valor;Una base de datos de grafos;0;https://cassandra.apache.org/
¿Qué es la base de datos Redis en el contexto de las bases de datos NoSQL?;Una base de datos clave-valor de alto rendimiento;Una base de datos documental;Una base de datos de columna ampliamente distribuida;Una base de datos de grafos;0;https://redis.io/
¿Qué es la base de datos Neo4j en el contexto de las bases de datos NoSQL?;Una base de datos de grafos;Una base de datos documental;Una base de datos clave-valor;Una base de datos de columna ampliamente distribuida;0;https://neo4j.com/
