Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Cuál es la principal ventaja de la búsqueda adaptativa?;Se adapta dinámicamente a cambios en el espacio de búsqueda;Requiere más memoria que otros algoritmos;Es más lenta que otros algoritmos;No gestiona bien la memoria;0;https://en.wikipedia.org/wiki/Adaptive_search
¿Qué es la búsqueda por fuerza bruta en los algoritmos de búsqueda?;Evalúa sistemáticamente todas las posibles soluciones;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Brute-force_search
¿Cuál es la principal característica de la búsqueda por fuerza bruta?;Evalúa sistemáticamente todas las posibles soluciones;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Brute-force_search
¿Qué es la búsqueda local iterativa en los algoritmos de búsqueda?;Optimiza una solución iterativamente desde una solución inicial;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal ventaja de la búsqueda local iterativa?;Encuentra soluciones óptimas localmente en espacios de búsqueda grandes;Requiere más memoria que otros algoritmos;Es más lenta que otros algoritmos;No gestiona bien la memoria;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda global en los algoritmos de búsqueda?;Explora soluciones en todo el espacio de búsqueda;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Global_search
¿Cuál es la principal característica de la búsqueda global?;Explora soluciones en todo el espacio de búsqueda;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Global_search
¿Qué es la búsqueda exhaustiva en los algoritmos de búsqueda?;Evalúa sistemáticamente todas las posibles soluciones;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Exhaustive_search
¿Cuál es la principal característica de la búsqueda exhaustiva?;Evalúa sistemáticamente todas las posibles soluciones;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Exhaustive_search
¿Qué es la búsqueda local estocástica en los algoritmos de búsqueda?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal característica de la búsqueda local estocástica?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda local determinista en los algoritmos de búsqueda?;Explora soluciones determinísticas para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal característica de la búsqueda local determinista?;Explora soluciones determinísticas para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda aleatoria en los algoritmos de búsqueda?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Random_search
¿Cuál es la principal característica de la búsqueda aleatoria?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Random_search
¿Qué es la búsqueda local reactiva en los algoritmos de búsqueda?;Adapta la búsqueda en función de los resultados obtenidos;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Reactive_search
¿Cuál es la principal característica de la búsqueda local reactiva?;Adapta la búsqueda en función de los resultados obtenidos;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Reactive_search
¿Qué es la búsqueda local estacionaria en los algoritmos de búsqueda?;Explora soluciones cercanas para mejorar la solución actual;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal característica de la búsqueda local estacionaria?;Explora soluciones cercanas para mejorar la solución actual;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda local determinista en los algoritmos de búsqueda?;Explora soluciones determinísticas para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal característica de la búsqueda local determinista?;Explora soluciones determinísticas para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda aleatoria en los algoritmos de búsqueda?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Random_search
¿Cuál es la principal característica de la búsqueda aleatoria?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Random_search
¿Qué es la búsqueda local reactiva en los algoritmos de búsqueda?;Adapta la búsqueda en función de los resultados obtenidos;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Reactive_search
¿Cuál es la principal característica de la búsqueda local reactiva?;Adapta la búsqueda en función de los resultados obtenidos;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Reactive_search
¿Qué es la búsqueda local estacionaria en los algoritmos de búsqueda?;Explora soluciones cercanas para mejorar la solución actual;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal característica de la búsqueda local estacionaria?;Explora soluciones cercanas para mejorar la solución actual;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda local determinista en los algoritmos de búsqueda?;Explora soluciones determinísticas para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Cuál es la principal característica de la búsqueda local determinista?;Explora soluciones determinísticas para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Local_search_(optimization)
¿Qué es la búsqueda aleatoria en los algoritmos de búsqueda?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Random_search
¿Cuál es la principal característica de la búsqueda aleatoria?;Explora soluciones aleatorias para encontrar la mejor solución;Explora sistemáticamente todos los nodos a la misma profundidad antes de moverse a la siguiente profundidad;Utiliza heurísticas para optimizar la búsqueda;Utiliza un patrón de interpolación matemática;0;https://en.wikipedia.org/wiki/Random_search
