Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Qué es una consola en Linux?;Un tipo de terminal;Un tipo de interfaz gráfica;Un servidor web;Un programa de gestión de redes;0;https://www.computerhope.com/jargon/c/console.htm
¿Qué es un gestor de paquetes en Linux?;Un sistema para instalar y gestionar software;Un sistema para gestionar archivos;Un sistema para actualizar el kernel;Un sistema de gestión de redes;0;https://www.redhat.com/en/topics/linux/what-is-a-linux-package-manager
¿Qué es una shell interactiva en Linux?;Una interfaz de línea de comandos que permite la interacción en tiempo real;Un editor de texto;Un gestor de ventanas;Una distribución de Linux;0;https://en.wikipedia.org/wiki/Interactive_shell
¿Qué es un archivo de log en Linux?;Un archivo que registra eventos del sistema y de las aplicaciones;Un archivo de datos;Un archivo de programa;Un archivo de configuración;0;https://www.linux.org/threads/what-is-a-log-file.4620/
¿Qué es un servidor de archivos en Linux?;Un servidor que proporciona acceso a archivos y recursos a través de una red;Un servidor de bases de datos;Un servidor de impresión;Un servidor de respaldo;0;https://www.redhat.com/en/topics/linux/what-is-a-linux-file-server
¿Qué es un servidor DHCP en Linux?;Un servidor que asigna direcciones IP automáticamente;Un servidor de bases de datos;Un servidor de impresión;Un servidor de respaldo;0;https://www.howtogeek.com/69612/how-does-dhcp-work/
¿Qué es un directorio de inicio en Linux?;El directorio personal de un usuario;Un directorio de sistema;Un directorio de aplicaciones;Un directorio de configuración;0;https://www.linux.org/pages/what-is-linux-home-directory/
¿Qué es una partición en Linux?;Una porción de un disco duro que se trata como una unidad separada;Un directorio de sistema;Un archivo de configuración;Un servidor de bases de datos;0;https://www.linux.org/pages/what-is-linux-partition/
¿Qué es un entorno de escritorio en Linux?;Un conjunto de herramientas gráficas para la interacción con el sistema;Un editor de texto;Un gestor de ventanas;Un servidor de aplicaciones;0;https://www.redhat.com/en/topics/linux/what-is-a-linux-desktop-environment
¿Qué es un comando en Linux?;Una instrucción dada al sistema operativo;Una versión de software;Un archivo de datos;Un archivo de configuración;0;https://www.linux.org/pages/what-is-linux-command/
¿Qué es una unidad de montaje en Linux?;Un punto donde se conecta un sistema de archivos;Un directorio de sistema;Un archivo de configuración;Un
