Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Qué artículo del Capítulo IV establece que nadie puede ser condenado o sancionado por acciones u omisiones que en el momento de producirse no constituyan delito, falta o infracción administrativa?;Artículo 24;Artículo 25;Artículo 26;Artículo 27;1;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IV establece el derecho a la asistencia jurídica gratuita?;Artículo 119;Artículo 120;Artículo 121;Artículo 122;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo V establece el principio de legalidad en la actuación administrativa?;Artículo 103;Artículo 104;Artículo 105;Artículo 106;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo V establece el derecho de petición individual y colectiva?;Artículo 29;Artículo 30;Artículo 31;Artículo 32;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo V establece el derecho de los ciudadanos a participar en los asuntos públicos directamente o por medio de representantes?;Artículo 23;Artículo 24;Artículo 25;Artículo 26;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que el defensor del pueblo supervisa la actividad de la administración?;Artículo 54;Artículo 55;Artículo 56;Artículo 57;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que los poderes públicos deben garantizar la protección social, económica y jurídica de la familia?;Artículo 39;Artículo 40;Artículo 41;Artículo 42;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que los poderes públicos deben asegurar la protección integral de los hijos, iguales ante la ley con independencia de su filiación?;Artículo 39;Artículo 40;Artículo 41;Artículo 42;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que los poderes públicos deben promover las condiciones para que la libertad y la igualdad del individuo y los grupos en que se integra sean reales y efectivas?;Artículo 9;Artículo 10;Artículo 11;Artículo 12;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que todos los españoles tienen el derecho de acceder en condiciones de igualdad a las funciones y cargos públicos?;Artículo 23;Artículo 24;Artículo 25;Artículo 26;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que los ciudadanos tienen el derecho de petición individual y colectiva?;Artículo 29;Artículo 30;Artículo 31;Artículo 32;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que los poderes públicos promoverán y tutelarán el acceso a la cultura?;Artículo 44;Artículo 45;Artículo 46;Artículo 47;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que todos tienen el derecho a disfrutar de un medio ambiente adecuado para el desarrollo de la persona?;Artículo 45;Artículo 46;Artículo 47;Artículo 48;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
¿Qué artículo del Capítulo IX establece que los poderes públicos deben garantizar la defensa de los consumidores y usuarios?;Artículo 51;Artículo 52;Artículo 53;Artículo 54;0;https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229
